,fecha,precio,año_hecho,año_renovado,metros_cuadrados,pisos,habitaciones,baños,calle,codigo_zip,estado,ciudad
1845,2019-06-12,631790,2014-01-01,1970-01-01 00:00:00.000000000,817.0,1.0,2.0,2.0,2300 LANARK AVE,75203.0,TX,DALLAS
1846,2019-06-10,421600,2014-01-01,1970-01-01 00:00:00.000000000,558.0,2.0,2.0,3.0,320 R L THORNTON FWY,75203.0,TX,DALLAS
1847,2019-07-08,364550,2014-01-01,1970-01-01 00:00:00.000000000,722.0,2.0,4.0,3.0,1201 SILVER MILL DR,75215.0,TX,DALLAS
1848,2019-07-21,358680,2014-01-01,1970-01-01 00:00:00.000000000,430.0,2.0,2.0,2.0,6800 LUCY ST,75217.0,TX,DALLAS
1849,2019-07-24,331990,2014-01-01,1970-01-01 00:00:00.000000000,750.0,2.0,3.0,3.0,600 HARTER RD,75218.0,TX,DALLAS
1850,2019-07-22,286930,2014-01-01,1970-01-01 00:00:00.000000000,466.0,2.0,3.0,3.0,10600 HAMLIN DR,75217.0,TX,DALLAS
1851,2019-08-01,467750,2013-01-01,1970-01-01 00:00:00.000000000,981.0,2.0,4.0,3.0,7301 WHINTATT ST,75226.0,TX,DALLAS
1852,2019-06-13,404680,2013-01-01,1970-01-01 00:00:00.000000000,689.0,2.0,3.0,3.0,2400 CEDAR LN,75204.0,TX,DALLAS
1853,2019-07-31,336280,2013-01-01,1970-01-01 00:00:00.000000000,579.0,2.0,3.0,3.0,1 QUEENSVIEW CT,75225.0,TX,DALLAS
1854,2019-07-09,611240,2013-01-01,1970-01-01 00:00:00.000000000,933.0,2.0,4.0,4.0,3201 RUTLEDGE ST,75215.0,TX,DALLAS
1855,2019-06-13,376500,2013-01-01,1970-01-01 00:00:00.000000000,1027.0,2.0,6.0,2.0,2344 JULIANNA CIR,75229.0,TX,DALLAS
1856,2019-06-11,1802060,2013-01-01,1970-01-01 00:00:00.000000000,1426.0,2.0,5.0,5.0,301 AVENUE G,75203.0,TX,DALLAS
1857,2019-06-27,852200,2013-01-01,1970-01-01 00:00:00.000000000,1012.0,2.0,4.0,3.0,2600 RODNEY LN,75229.0,TX,DALLAS
1858,2019-07-28,515380,2013-01-01,1970-01-01 00:00:00.000000000,927.0,2.0,5.0,3.0,10501 NEWKIRK ST,75220.0,TX,DALLAS
1859,2019-07-29,455440,2013-01-01,1970-01-01 00:00:00.000000000,424.0,2.0,2.0,2.0,2201 CONNECTOR DR,75220.0,TX,DALLAS
1860,2019-07-22,1325660,2013-01-01,1970-01-01 00:00:00.000000000,1372.0,2.0,4.0,4.0,1601 POMPANO BEACH DR,75217.0,TX,DALLAS
1861,2019-06-24,577290,2013-01-01,1970-01-01 00:00:00.000000000,838.0,2.0,4.0,3.0,5001 LILAC LN,75209.0,TX,DALLAS
1862,2019-07-25,566450,2013-01-01,1970-01-01 00:00:00.000000000,1045.0,2.0,4.0,3.0,1400 EL CAMPO DR,75218.0,TX,DALLAS
1863,2019-07-14,401880,2013-01-01,1970-01-01 00:00:00.000000000,744.0,3.0,4.0,4.0,1001 ANN ARBOR AVE,75216.0,TX,DALLAS
1864,2019-06-27,380440,2013-01-01,1970-01-01 00:00:00.000000000,783.0,2.0,5.0,4.0,4401 HIGGINS AVE,75211.0,TX,DALLAS
1865,2019-08-05,883280,2013-01-01,1970-01-01 00:00:00.000000000,1116.0,3.0,4.0,3.0,3920 PEACHTREE RD,75227.0,TX,DALLAS
1866,2019-06-24,821330,2013-01-01,1970-01-01 00:00:00.000000000,786.0,1.0,2.0,3.0,4701 HANOVER AVE,75209.0,TX,DALLAS
1867,2019-07-21,545170,2013-01-01,1970-01-01 00:00:00.000000000,838.0,2.0,4.0,3.0,7700 KOMALTY DR,75217.0,TX,DALLAS
1868,2019-07-31,528440,2013-01-01,1970-01-01 00:00:00.000000000,975.0,2.0,4.0,3.0,7700 GLEN AMERICA DR,75225.0,TX,DALLAS
1869,2019-06-12,522530,2013-01-01,1970-01-01 00:00:00.000000000,402.0,3.0,3.0,2.0,503 HIGH ST,75203.0,TX,DALLAS
1870,2019-08-12,497700,2013-01-01,1970-01-01 00:00:00.000000000,649.0,2.0,3.0,3.0,9941 MARLIN DR,75228.0,TX,DALLAS
1871,2019-07-23,416650,2013-01-01,1970-01-01 00:00:00.000000000,661.0,2.0,4.0,3.0,1700 KAREN LN,75217.0,TX,DALLAS
1872,2019-07-10,414340,2013-01-01,1970-01-01 00:00:00.000000000,856.0,2.0,4.0,3.0,1201 MICHIGAN AVE,75216.0,TX,DALLAS
1873,2019-06-25,411720,2013-01-01,1970-01-01 00:00:00.000000000,576.0,2.0,3.0,3.0,4200 YORK ST,75210.0,TX,DALLAS
1874,2019-06-24,388930,2013-01-01,1970-01-01 00:00:00.000000000,561.0,2.0,3.0,3.0,8601 LABRON AVE,75209.0,TX,DALLAS
1875,2019-07-30,365860,2013-01-01,1970-01-01 00:00:00.000000000,591.0,2.0,3.0,3.0,100 BROOKHAVEN DR,75224.0,TX,DALLAS
1876,2019-07-30,330430,2013-01-01,1970-01-01 00:00:00.000000000,549.0,2.0,3.0,3.0,1800 MOUNTAIN LAKE RD,75224.0,TX,DALLAS
1877,2019-06-27,323780,2013-01-01,1970-01-01 00:00:00.000000000,430.0,3.0,3.0,2.0,100 ARCHER AVE,75211.0,TX,DALLAS
1878,2019-07-08,309570,2013-01-01,1970-01-01 00:00:00.000000000,777.0,2.0,5.0,3.0,2300 HICKORY ST,75215.0,TX,DALLAS
1879,2019-07-02,264080,2013-01-01,1970-01-01 00:00:00.000000000,524.0,2.0,3.0,3.0,4300 QUIET LN,75211.0,TX,DALLAS
1880,2019-06-27,261680,2013-01-01,1970-01-01 00:00:00.000000000,500.0,2.0,3.0,3.0,4500 VIA SAN EDUARDO,75211.0,TX,DALLAS
1881,2019-07-25,927710,2012-01-01,1970-01-01 00:00:00.000000000,1207.0,2.0,4.0,3.0,8600 SANTA CLARA DR,75218.0,TX,DALLAS
1882,2019-07-04,487300,2012-01-01,1970-01-01 00:00:00.000000000,774.0,2.0,4.0,3.0,3501 AINSWORTH DR,75229.0,TX,DALLAS
1883,2019-06-17,1265200,2012-01-01,1970-01-01 00:00:00.000000000,1119.0,2.0,4.0,4.0,4401 LORRAINE AVE,75205.0,TX,DALLAS
1884,2019-06-08,628380,2012-01-01,1970-01-01 00:00:00.000000000,924.0,2.0,4.0,3.0,222 BROWDER ST,75201.0,TX,DALLAS
1885,2019-06-25,389140,2012-01-01,1970-01-01 00:00:00.000000000,436.0,2.0,2.0,2.0,6801 LOCKHEED AVE,75209.0,TX,DALLAS
1886,2019-07-11,282140,2012-01-01,1970-01-01 00:00:00.000000000,853.0,2.0,5.0,3.0,1501 MADRID ST,75216.0,TX,DALLAS
1887,2019-07-28,163140,2012-01-01,1970-01-01 00:00:00.000000000,408.0,2.0,3.0,2.0,5501 KEMPER CT,75220.0,TX,DALLAS
1888,2019-07-15,915750,2012-01-01,1970-01-01 00:00:00.000000000,920.0,2.0,6.0,4.0,1500 BROCKHAM CIR,75217.0,TX,DALLAS
1889,2019-08-12,1302160,2012-01-01,1970-01-01 00:00:00.000000000,786.0,2.0,4.0,2.0,9900 SAN LEA DR,75228.0,TX,DALLAS
1890,2019-07-15,900210,2012-01-01,1970-01-01 00:00:00.000000000,820.0,2.0,4.0,3.0,6801 WOODHILL RD,75217.0,TX,DALLAS
1891,2019-07-28,667240,2012-01-01,1970-01-01 00:00:00.000000000,1012.0,1.0,5.0,3.0,2239 LOMBARDY LN,75220.0,TX,DALLAS
1892,2019-08-13,451740,2012-01-01,1970-01-01 00:00:00.000000000,875.0,2.0,4.0,3.0,2301 ROCKYGLEN DR,75228.0,TX,DALLAS
1893,2019-06-11,979120,2012-01-01,1970-01-01 00:00:00.000000000,884.0,3.0,3.0,3.0,308 BONNIE VIEW RD,75203.0,TX,DALLAS
1894,2019-07-04,919960,2012-01-01,1970-01-01 00:00:00.000000000,1216.0,2.0,4.0,4.0,6900 ROCKVIEW LN,75214.0,TX,DALLAS
1895,2019-07-04,826980,2012-01-01,1970-01-01 00:00:00.000000000,893.0,2.0,3.0,3.0,7400 BRENTCOVE CIR,75214.0,TX,DALLAS
1896,2019-07-29,791960,2012-01-01,1970-01-01 00:00:00.000000000,991.0,2.0,4.0,4.0,4201 WOODFIN DR,75220.0,TX,DALLAS
1897,2019-08-14,762940,2012-01-01,1970-01-01 00:00:00.000000000,1076.0,3.0,4.0,2.0,2700 JERRIDEE CIR,75229.0,TX,DALLAS
1898,2019-07-02,758240,2012-01-01,1970-01-01 00:00:00.000000000,844.0,2.0,3.0,3.0,4200 PEPPERTREE LN,75211.0,TX,DALLAS
1899,2019-07-19,736000,2012-01-01,1970-01-01 00:00:00.000000000,802.0,2.0,4.0,3.0,8300 TERESA DR,75217.0,TX,DALLAS
1900,2019-07-07,725830,2012-01-01,1970-01-01 00:00:00.000000000,1027.0,2.0,4.0,3.0,4000 CREEKDALE DR,75229.0,TX,DALLAS
1901,2019-07-10,701060,2012-01-01,1970-01-01 00:00:00.000000000,643.0,2.0,3.0,3.0,900 HARLANDALE AVE,75216.0,TX,DALLAS
1902,2019-07-28,653260,2012-01-01,1970-01-01 00:00:00.000000000,527.0,2.0,3.0,3.0,4000 ROSWELL ST,75219.0,TX,DALLAS
1903,2019-07-28,634930,2012-01-01,1970-01-01 00:00:00.000000000,960.0,2.0,4.0,4.0,5300 DENTWOOD DR,75220.0,TX,DALLAS
1904,2019-06-18,625650,2012-01-01,1970-01-01 00:00:00.000000000,613.0,2.0,3.0,4.0,3501 CRAGMONT AVE,75205.0,TX,DALLAS
1905,2019-08-08,611600,2012-01-01,1970-01-01 00:00:00.000000000,518.0,3.0,3.0,2.0,11401 JOAQUIN DR,75228.0,TX,DALLAS
1906,2019-06-10,555450,2012-01-01,1970-01-01 00:00:00.000000000,664.0,2.0,3.0,3.0,101 DAVIS ST,75203.0,TX,DALLAS
1907,2019-07-24,541370,2012-01-01,1970-01-01 00:00:00.000000000,981.0,2.0,5.0,4.0,12200 GARLAND RD,75218.0,TX,DALLAS
1908,2019-08-01,518770,2012-01-01,1970-01-01 00:00:00.000000000,378.0,3.0,1.0,1.0,2700 GROVE HILL RD,75227.0,TX,DALLAS
1909,2019-08-12,511720,2012-01-01,1970-01-01 00:00:00.000000000,497.0,3.0,3.0,3.0,3301 MODLIN ST,75228.0,TX,DALLAS
1910,2019-06-18,507180,2012-01-01,1970-01-01 00:00:00.000000000,869.0,2.0,4.0,3.0,2501 GARRETT AVE,75206.0,TX,DALLAS
1911,2019-08-12,503040,2012-01-01,1970-01-01 00:00:00.000000000,597.0,2.0,3.0,3.0,2901 SAN LUCAS AVE,75228.0,TX,DALLAS
1912,2019-07-22,474970,2012-01-01,1970-01-01 00:00:00.000000000,424.0,3.0,3.0,3.0,300 BEAUTYCREST CIR,75217.0,TX,DALLAS
1913,2019-06-17,455580,2012-01-01,1970-01-01 00:00:00.000000000,634.0,2.0,3.0,3.0,5501 DOUGLAS AVE,75205.0,TX,DALLAS
1914,2019-08-14,438100,2012-01-01,1970-01-01 00:00:00.000000000,805.0,2.0,4.0,3.0,3145 MODELLA AVE,75229.0,TX,DALLAS
1915,2019-08-06,419760,2012-01-01,1970-01-01 00:00:00.000000000,823.0,2.0,4.0,3.0,6000 MENGER AVE,75227.0,TX,DALLAS
1916,2019-08-14,419500,2012-01-01,1970-01-01 00:00:00.000000000,945.0,2.0,3.0,3.0,12300 ARCHDALE DR,75230.0,TX,DALLAS
1917,2019-08-01,415880,2012-01-01,1970-01-01 00:00:00.000000000,826.0,2.0,3.0,3.0,4901 BEN CASEY CT,75227.0,TX,DALLAS
1918,2019-06-27,353010,2012-01-01,1970-01-01 00:00:00.000000000,671.0,2.0,4.0,3.0,4000 PINK STAR DR,75211.0,TX,DALLAS
1919,2019-07-08,341280,2012-01-01,1970-01-01 00:00:00.000000000,829.0,2.0,5.0,3.0,4000 BEAVER BROOK LN,75229.0,TX,DALLAS
1920,2019-07-17,339010,2012-01-01,1970-01-01 00:00:00.000000000,399.0,2.0,2.0,2.0,8900 QUINN ST,75217.0,TX,DALLAS
1921,2019-06-12,331090,2012-01-01,1970-01-01 00:00:00.000000000,582.0,3.0,3.0,3.0,3800 ELFLAND CIR,75229.0,TX,DALLAS
1922,2019-07-15,305030,2012-01-01,1970-01-01 00:00:00.000000000,658.0,2.0,4.0,3.0,1700 ROCKY PLACE CT,75217.0,TX,DALLAS
1923,2019-08-07,276090,2012-01-01,1970-01-01 00:00:00.000000000,503.0,2.0,3.0,2.0,8901 FAIRHAVEN LN,75227.0,TX,DALLAS
1924,2019-08-13,675560,2011-01-01,1970-01-01 00:00:00.000000000,911.0,2.0,3.0,3.0,2401 GREENPORT DR,75228.0,TX,DALLAS
1925,2019-07-04,545130,2011-01-01,1970-01-01 00:00:00.000000000,887.0,2.0,4.0,3.0,6901 GREENTREE LN,75214.0,TX,DALLAS
1926,2019-08-06,527500,2011-01-01,1970-01-01 00:00:00.000000000,399.0,2.0,2.0,3.0,6801 LACYWOOD LN,75227.0,TX,DALLAS
1927,2019-07-03,500930,2011-01-01,1970-01-01 00:00:00.000000000,893.0,2.0,4.0,3.0,3300 CROSSMAN AVE,75212.0,TX,DALLAS
1928,2019-06-18,660710,2011-01-01,1970-01-01 00:00:00.000000000,1085.0,2.0,4.0,4.0,5224 MILAM ST,75206.0,TX,DALLAS
1929,2019-06-13,501140,2011-01-01,1970-01-01 00:00:00.000000000,503.0,3.0,3.0,2.0,4900 FLITWICK CT,75204.0,TX,DALLAS
1930,2019-07-30,240300,2011-01-01,1970-01-01 00:00:00.000000000,469.0,2.0,3.0,2.0,101 WHIPPOORWILL DR,75224.0,TX,DALLAS
1931,2019-07-29,747130,2011-01-01,1970-01-01 00:00:00.000000000,783.0,2.0,4.0,3.0,9900 ILA DR,75220.0,TX,DALLAS
1932,2019-06-11,580590,2011-01-01,1970-01-01 00:00:00.000000000,1152.0,2.0,4.0,3.0,301 DUBOIS AVE,75203.0,TX,DALLAS
1933,2019-06-21,567380,2011-01-01,1970-01-01 00:00:00.000000000,533.0,3.0,3.0,2.0,2101 CENTENNIAL VALLEY LN,75208.0,TX,DALLAS
1934,2019-07-02,495530,2011-01-01,1970-01-01 00:00:00.000000000,579.0,3.0,3.0,3.0,3900 ROLINDA DR,75211.0,TX,DALLAS
1935,2019-06-25,330110,2011-01-01,1970-01-01 00:00:00.000000000,774.0,2.0,4.0,3.0,4201 WILLOW SPRINGS LN,75210.0,TX,DALLAS
1936,2019-06-18,821360,2011-01-01,1970-01-01 00:00:00.000000000,978.0,2.0,5.0,3.0,4619 INSURANCE LN,75205.0,TX,DALLAS
1937,2019-07-11,735950,2011-01-01,1970-01-01 00:00:00.000000000,884.0,2.0,4.0,3.0,801 STRICKLAND ST,75216.0,TX,DALLAS
1938,2019-06-24,649680,2011-01-01,1970-01-01 00:00:00.000000000,1070.0,2.0,4.0,3.0,2800 VIRGO LN,75229.0,TX,DALLAS
1939,2019-08-06,500760,2011-01-01,1970-01-01 00:00:00.000000000,942.0,2.0,4.0,3.0,7600 BEARDEN LN,75227.0,TX,DALLAS
1940,2019-07-08,428240,2011-01-01,1970-01-01 00:00:00.000000000,765.0,2.0,3.0,3.0,1700 GANO ST,75215.0,TX,DALLAS
1941,2019-06-17,331920,2011-01-01,1970-01-01 00:00:00.000000000,698.0,1.0,5.0,3.0,6100 BOEDEKER DR,75205.0,TX,DALLAS
1942,2019-08-05,1730190,2011-01-01,1970-01-01 00:00:00.000000000,1564.0,2.0,5.0,4.0,4831 HOLLOW BEND LN,75227.0,TX,DALLAS
1943,2019-06-24,1407600,2011-01-01,1970-01-01 00:00:00.000000000,1100.0,2.0,4.0,4.0,8700 CORTLEIGH PL,75209.0,TX,DALLAS
1944,2019-06-17,1053210,2011-01-01,1970-01-01 00:00:00.000000000,1076.0,2.0,4.0,4.0,1 WILLOWOOD ST,75205.0,TX,DALLAS
1945,2019-08-06,1020280,2011-01-01,1970-01-01 00:00:00.000000000,1201.0,2.0,4.0,4.0,7601 BLOSSOM LN,75227.0,TX,DALLAS
1946,2019-08-14,741810,2011-01-01,1970-01-01 00:00:00.000000000,692.0,1.0,2.0,3.0,2200 ALBERTA DR,75229.0,TX,DALLAS
1947,2019-06-21,677990,2011-01-01,1970-01-01 00:00:00.000000000,1015.0,2.0,5.0,3.0,212 MELBA ST,75208.0,TX,DALLAS
1948,2019-07-04,658680,2011-01-01,1970-01-01 00:00:00.000000000,1070.0,2.0,4.0,3.0,2800 GUYMON ST,75212.0,TX,DALLAS
1949,2019-08-07,586960,2011-01-01,1970-01-01 00:00:00.000000000,500.0,2.0,3.0,2.0,2 MASLAND CIR,75230.0,TX,DALLAS
1950,2019-07-08,575660,2011-01-01,1970-01-01 00:00:00.000000000,1009.0,2.0,4.0,3.0,1400 BLAKENEY ST,75215.0,TX,DALLAS
1951,2019-07-16,550610,2011-01-01,1970-01-01 00:00:00.000000000,573.0,3.0,3.0,4.0,8901 SHORELARK DR,75217.0,TX,DALLAS
1952,2019-07-19,527580,2011-01-01,1970-01-01 00:00:00.000000000,783.0,2.0,4.0,3.0,8100 DELL GARDEN AVE,75217.0,TX,DALLAS
1953,2019-06-18,526660,2011-01-01,1970-01-01 00:00:00.000000000,512.0,2.0,3.0,3.0,2501 LANERI AVE,75206.0,TX,DALLAS
1954,2019-08-12,513380,2011-01-01,1970-01-01 00:00:00.000000000,957.0,2.0,3.0,3.0,9701 ASH CREEK DR,75228.0,TX,DALLAS
1955,2019-06-13,496170,2011-01-01,1970-01-01 00:00:00.000000000,765.0,2.0,3.0,3.0,4806 VIRGINIA AVE,75204.0,TX,DALLAS
1956,2019-07-02,452770,2011-01-01,1970-01-01 00:00:00.000000000,789.0,2.0,4.0,3.0,2100 RIVIERA DR,75211.0,TX,DALLAS
1957,2019-07-21,432190,2011-01-01,1970-01-01 00:00:00.000000000,777.0,2.0,5.0,3.0,701 LAWTON DR,75217.0,TX,DALLAS
1958,2019-07-31,431980,2011-01-01,1970-01-01 00:00:00.000000000,747.0,2.0,3.0,3.0,9100 CLEARLAKE DR,75225.0,TX,DALLAS
1959,2019-07-30,426120,2011-01-01,1970-01-01 00:00:00.000000000,725.0,3.0,3.0,3.0,501 WYNNEWOOD VILLAGE SHP CTR,75224.0,TX,DALLAS
1960,2019-06-10,415610,2011-01-01,1970-01-01 00:00:00.000000000,561.0,3.0,3.0,2.0,301 STEINMAN AVE,75203.0,TX,DALLAS
1961,2019-06-13,415090,2011-01-01,1970-01-01 00:00:00.000000000,536.0,3.0,3.0,3.0,1901 CALIFORNIA DR,75204.0,TX,DALLAS
1962,2019-07-28,404240,2011-01-01,1970-01-01 00:00:00.000000000,378.0,2.0,2.0,1.0,2401 RENTZEL ST,75220.0,TX,DALLAS
1963,2019-06-17,383460,2011-01-01,1970-01-01 00:00:00.000000000,713.0,2.0,4.0,3.0,4401 HIGHLAND DR,75205.0,TX,DALLAS
1964,2019-06-25,381200,2011-01-01,1970-01-01 00:00:00.000000000,549.0,2.0,3.0,2.0,4200 MARSHALL DR,75210.0,TX,DALLAS
1965,2019-06-12,368460,2011-01-01,1970-01-01 00:00:00.000000000,789.0,1.0,5.0,3.0,4401 GENNARO ST,75204.0,TX,DALLAS
1966,2019-07-24,311790,2011-01-01,1970-01-01 00:00:00.000000000,616.0,2.0,3.0,3.0,4533 RIDGE RD,75229.0,TX,DALLAS
1967,2019-07-17,303030,2011-01-01,1970-01-01 00:00:00.000000000,469.0,2.0,3.0,3.0,8600 FILES ST,75217.0,TX,DALLAS
1968,2019-07-28,302490,2011-01-01,1970-01-01 00:00:00.000000000,841.0,2.0,4.0,3.0,3001 LOCKMOOR LN,75220.0,TX,DALLAS
1969,2019-06-07,297800,2011-01-01,1970-01-01 00:00:00.000000000,539.0,2.0,2.0,3.0,2105 COMMERCE ST,75201.0,TX,DALLAS
1970,2019-08-07,268060,2011-01-01,1970-01-01 00:00:00.000000000,299.0,2.0,2.0,2.0,8600 BARCLAY ST,75227.0,TX,DALLAS
1971,2019-06-17,267840,2011-01-01,1970-01-01 00:00:00.000000000,454.0,2.0,2.0,1.0,3501 BEVERLY DR,75205.0,TX,DALLAS
1972,2019-06-13,240040,2011-01-01,1970-01-01 00:00:00.000000000,969.0,2.0,3.0,3.0,10800 CINDERELLA LN,75229.0,TX,DALLAS
1973,2019-06-21,342500,2010-01-01,1970-01-01 00:00:00.000000000,512.0,2.0,3.0,3.0,300 MATHEY CT,75208.0,TX,DALLAS
1974,2019-06-19,318250,2010-01-01,1970-01-01 00:00:00.000000000,594.0,2.0,3.0,3.0,2401 WILD CHERRY WAY,75206.0,TX,DALLAS
1975,2019-07-24,753430,2010-01-01,1970-01-01 00:00:00.000000000,1088.0,2.0,3.0,4.0,550 AQUA DR,75218.0,TX,DALLAS
1976,2019-06-18,505020,2010-01-01,1970-01-01 00:00:00.000000000,661.0,2.0,4.0,3.0,2901 HENDERSON AVE,75206.0,TX,DALLAS
1977,2019-06-11,1051630,2010-01-01,1970-01-01 00:00:00.000000000,716.0,2.0,3.0,3.0,501 HATTON ST,75203.0,TX,DALLAS
1978,2019-08-05,964930,2010-01-01,1970-01-01 00:00:00.000000000,1094.0,2.0,4.0,3.0,5400 PARKDALE DR,75227.0,TX,DALLAS
1979,2019-06-25,955720,2010-01-01,1970-01-01 00:00:00.000000000,1018.0,2.0,4.0,4.0,4312 CARPENTER AVE,75210.0,TX,DALLAS
1980,2019-07-31,902950,2010-01-01,1970-01-01 00:00:00.000000000,1049.0,2.0,4.0,4.0,4201 WOODCLIFF DR,75224.0,TX,DALLAS
1981,2019-06-13,870350,2010-01-01,1970-01-01 00:00:00.000000000,960.0,3.0,3.0,3.0,1701 WATKINS AVE,75204.0,TX,DALLAS
1982,2019-06-25,787340,2010-01-01,1970-01-01 00:00:00.000000000,978.0,2.0,4.0,4.0,2600 GERTRUDE AVE,75210.0,TX,DALLAS
1983,2019-06-19,776260,2010-01-01,1970-01-01 00:00:00.000000000,808.0,2.0,3.0,3.0,101 PARKHOUSE ST,75207.0,TX,DALLAS
1984,2019-07-21,682020,2010-01-01,1970-01-01 00:00:00.000000000,814.0,2.0,4.0,3.0,800 RAYENELL AVE,75217.0,TX,DALLAS
1985,2019-06-27,660290,2010-01-01,1970-01-01 00:00:00.000000000,805.0,2.0,3.0,3.0,4401 MEREDITH AVE,75211.0,TX,DALLAS
1986,2019-07-04,652230,2010-01-01,1970-01-01 00:00:00.000000000,911.0,2.0,3.0,3.0,1301 ANDY ST,75212.0,TX,DALLAS
1987,2019-08-06,630170,2010-01-01,1970-01-01 00:00:00.000000000,750.0,2.0,3.0,3.0,6000 GREENMERE PL,75227.0,TX,DALLAS
1988,2019-06-07,627950,2010-01-01,1970-01-01 00:00:00.000000000,866.0,1.0,4.0,3.0,1400 FIRST CITY CTR,75201.0,TX,DALLAS
1989,2019-07-24,601010,2010-01-01,1970-01-01 00:00:00.000000000,796.0,1.0,3.0,2.0,11500 DORCHESTER DR,75218.0,TX,DALLAS
1990,2019-07-11,592290,2010-01-01,1970-01-01 00:00:00.000000000,841.0,2.0,4.0,3.0,1801 LAMONT AVE,75216.0,TX,DALLAS
1991,2019-07-17,585480,2010-01-01,1970-01-01 00:00:00.000000000,625.0,3.0,3.0,3.0,1600 BLUE MEADOW ST,75217.0,TX,DALLAS
1992,2019-06-28,582370,2010-01-01,1970-01-01 00:00:00.000000000,533.0,3.0,3.0,3.0,1200 VINCENT AVE,75211.0,TX,DALLAS
1993,2019-08-05,544230,2010-01-01,1970-01-01 00:00:00.000000000,472.0,2.0,3.0,3.0,6800 HAWKS NEST CT,75227.0,TX,DALLAS
1994,2019-06-26,541530,2010-01-01,1970-01-01 00:00:00.000000000,469.0,2.0,3.0,2.0,601 MAXIMILLIAN WAY,75211.0,TX,DALLAS
1995,2019-08-14,532840,2010-01-01,1970-01-01 00:00:00.000000000,591.0,2.0,3.0,3.0,11400 SPROWLES ST,75229.0,TX,DALLAS
1996,2019-07-23,518170,2010-01-01,1970-01-01 00:00:00.000000000,460.0,2.0,3.0,4.0,1201 LA RIOJA DR,75217.0,TX,DALLAS
1997,2019-07-10,500810,2010-01-01,1970-01-01 00:00:00.000000000,558.0,2.0,3.0,4.0,2601 VALENTINE ST,75215.0,TX,DALLAS
1998,2019-08-14,500770,2010-01-01,1970-01-01 00:00:00.000000000,457.0,1.0,2.0,2.0,8101 STONY CREEK DR,75228.0,TX,DALLAS
1999,2019-07-23,486690,2010-01-01,1970-01-01 00:00:00.000000000,457.0,3.0,2.0,3.0,190 CLASSEN DR,75218.0,TX,DALLAS
2000,2019-08-05,460040,2010-01-01,1970-01-01 00:00:00.000000000,399.0,2.0,3.0,3.0,5600 CARY ST,75227.0,TX,DALLAS
2001,2019-06-21,447840,2010-01-01,1970-01-01 00:00:00.000000000,664.0,1.0,3.0,3.0,1100 BALLARD AVE,75208.0,TX,DALLAS
2002,2019-06-13,438870,2010-01-01,1970-01-01 00:00:00.000000000,369.0,2.0,2.0,1.0,4800 DANBROOK,75204.0,TX,DALLAS
2003,2019-08-13,435140,2010-01-01,1970-01-01 00:00:00.000000000,707.0,2.0,4.0,3.0,8501 ARTURO DR,75228.0,TX,DALLAS
2004,2019-06-27,432410,2010-01-01,1970-01-01 00:00:00.000000000,475.0,2.0,3.0,2.0,2801 BYWAY ST,75211.0,TX,DALLAS
2005,2019-06-17,423160,2010-01-01,1970-01-01 00:00:00.000000000,521.0,3.0,2.0,3.0,3901 EUCLID AVE,75205.0,TX,DALLAS
2006,2019-07-29,417640,2010-01-01,1970-01-01 00:00:00.000000000,728.0,2.0,3.0,3.0,9901 ELMADA LN,75220.0,TX,DALLAS
2007,2019-06-26,414320,2010-01-01,1970-01-01 00:00:00.000000000,463.0,1.0,3.0,2.0,2900 TOURAINE DR,75211.0,TX,DALLAS
2008,2019-07-08,403170,2010-01-01,1970-01-01 00:00:00.000000000,884.0,2.0,3.0,3.0,1500 COSETTE DR,75215.0,TX,DALLAS
2009,2019-06-20,388950,2010-01-01,1970-01-01 00:00:00.000000000,600.0,2.0,3.0,3.0,1400 LA SENDA PL,75208.0,TX,DALLAS
2010,2019-08-14,377380,2010-01-01,1970-01-01 00:00:00.000000000,454.0,3.0,3.0,2.0,2900 BEND DR,75229.0,TX,DALLAS
2011,2019-06-17,372000,2010-01-01,1970-01-01 00:00:00.000000000,354.0,2.0,2.0,3.0,4301 RHEIMS PL,75205.0,TX,DALLAS
2012,2019-07-28,362720,2010-01-01,1970-01-01 00:00:00.000000000,338.0,2.0,2.0,2.0,10900 GOODNIGHT LN,75220.0,TX,DALLAS
2013,2019-06-27,362060,2010-01-01,1970-01-01 00:00:00.000000000,491.0,3.0,3.0,2.0,200 CALUMET AVE,75211.0,TX,DALLAS
2014,2019-07-01,346870,2010-01-01,1970-01-01 00:00:00.000000000,707.0,2.0,4.0,3.0,4400 BESSIE DR,75211.0,TX,DALLAS
2015,2019-07-28,331010,2010-01-01,1970-01-01 00:00:00.000000000,710.0,2.0,3.0,3.0,9300 ALVA CT,75220.0,TX,DALLAS
2016,2019-06-14,327000,2010-01-01,1970-01-01 00:00:00.000000000,488.0,3.0,3.0,2.0,700 CANNEN JOHN LN,75204.0,TX,DALLAS
2017,2019-06-24,301420,2010-01-01,1970-01-01 00:00:00.000000000,710.0,1.0,5.0,3.0,5001 HORSESHOE TRL,75209.0,TX,DALLAS
2018,2019-07-07,299840,2010-01-01,1970-01-01 00:00:00.000000000,640.0,2.0,3.0,3.0,6800 CAROLYNCREST DR,75214.0,TX,DALLAS
